index,plate,review_reason_code,customer_meaning,reviewer_comments,status,valid,meaning
23332,FSH BCH,3,THE OWNER IS A FISHERMAN AND WILL ONLY FISH FROM THE BEACH AND CALLS IT HIS FISHING BEACH. ALSO APPROPRIATE THAT ITS ON THE TRUCK,FISH BEACH OR FISH BITCH,N,2,FISH BEACH OR FISH BITCH
16613,PUBIKER,2,stinking biker,PUBIC AND BIKER,N,3,stinking biker PUBIC AND BIKER
10890,IKWEENB,7,ONE QUEEN BEE,ONE QUEEN BEE,N,1,ONE QUEEN BEE
9408,NKD BRWR,1,NAKED BREWER(PHRASE),NKD LOOKS LIKE NAKED,N,1,NAKED BREWER(PHRASE)
16108,AR15MAN,,THE NAME OF STORE WHICH I OWN.,AR15=GUN MAN,N,2,AR15=GUN MAN
16725,JHCFX4U,2,J HANDY CONSTRUCTION FIX FOR YOU,JESUS H CHRIST FUCK YOU,N,2,JESUS H CHRIST FUCK YOU
7055,EAT MOB,7,MY WEBSITE NAME FOR FOOD REVIWES AND EATING WITH FRIENDS APPLICATION,EAT MOB,N,2,EAT MOB
10802,B MFB,3,BRETT MOUNTAIN FANATIC BERGSTRAND,B=BAD MFB-MOTHER FUCKING BEAST(BITCH?),N,2,B=BAD MFB-MOTHER FUCKING BEAST(BITCH?)
2297,E M 323,7,[INITIALS] [AREA CODE],323 LOS ANGELES AREA CODE,N,1,[INITIALS] [AREA CODE]
16210,GMONEY3,2,NICK NAME,G=GANGSTER MONEY,N,2,G=GANGSTER MONEY
12856,KATCLSM,3,CATACLYSM,"CATACLYSM, VIOLENT EVENT, SOME MAY TAKE IT OFFENSIVE",Y,1,CATACLYSM
18530,ESE RIX,,ESSE=THAT'S RICKS,ESSAY RICK GANG REFERENCE,Y,1,ESSE=THAT'S RICKS
2957,H8,2,MY HERO IS HENRY THE 8TH,HATE,N,2,HATE
13403,UPNSMK4,7d,DRIVING FAST AND MY FAVOR NUMBER,UP IN SMOKE (DRIVING),N,2,UP IN SMOKE (DRIVING)
15801,RUCKING,3,DRIVING RUCKUS,FUCKING,N,2,FUCKING
19180,CR8VCAT,,CREATIVE PERSON LOVES CATS,CAT,Y,1,CREATIVE PERSON LOVES CATS
12978,BLUSHU,2,BLUE SHOE (CAR NICKNAME),"BLUE, GANG REFERENCE",Y,1,BLUE SHOE (CAR NICKNAME)
20019,2HUMMR2,1,MAKE AND MODEL OF CAR,HUMMER CAN BE A SEXUAL REFERENCE (No Hummer on record),N,1,MAKE AND MODEL OF CAR
5292,WT TRASH,2,FOR OUR OLDER WHITE TRUCK WHEN WE REGISTER,WHITE TRASH,N,2,WHITE TRASH
6119,NPY CHK,4,NAPPY CHICK,NAPPY-OFFENSIVE,N,1,NAPPY CHICK
6228,7DKHIM,1,dk hawaii mitra,dick him,N,2,dick him
797,BDAZSRT,3,INITIALS,BADASS RT(?),N,2,BADASS RT(?)
20698,P72O71O,6,"FIRST INITIAL OF LAST NAME AND BIRTH YEARS OF ME, WIFE AND KIDS",LOOK A LIKE,N,1,"FIRST INITIAL OF LAST NAME AND BIRTH YEARS OF ME, WIFE AND KIDS"
574,KAKEGRL,1,CAKE GIRL,cake=ass?,N,3,CAKE GIRL cake=ass?
15433,ACOWTNT,2,ACCOUNTANT,PULLED FOR TNT,Y,1,ACCOUNTANT
4719,BLACK AS,3,BLACK AS=AS SHIT OR ASS ,LOOKS LIKE BLACK ASS,N,1,BLACK AS=AS SHIT OR ASS 
1115,WESSON 1,2,NO MICRO,SMITH AND WESSON=GUN,Y,2,SMITH AND WESSON=GUN
22723,GUANO37,2,GUANO37,GUANO=BIRD POOP,N,2,GUANO=BIRD POOP
7467,69 GOAT,1,1969 GTO (PONTIAC),69=SEX ACT G.O.A.T.=GREATEST OF ALL TIME,Y,2,69=SEX ACT G.O.A.T.=GREATEST OF ALL TIME
1840,BDASAMG,3,B BE- THE (DAS IS GERMAN FOR THE) AMG IS THE TYPE OF CAR,BADASS MG(?),N,2,BADASS MG(?)
5065,CALSTA,?,CALIFORNIA STATE,"this is the abbreviation for the CALIFORNIA STATE TRANSPORTATION AGENCY, IS THAT OK?",Y,1,CALIFORNIA STATE
22879,TRIGGGR,2,TRIGGER. A GIRLSCOUTS CAMP NICKNAME.,TRIGGER,Y,2,TRIGGER
21222,H82 7OUT,2,HATE TO 7 OUT,PULLED FOR HATE,Y,1,HATE TO 7 OUT
19973,REDSPRT,2,RED SPORT (CAR COLOR AND MODEL),"RED, GANG REFERENCE",Y,1,RED SPORT (CAR COLOR AND MODEL)
3169,HELL RAM,3,HELLCAT RAM,HELL,Y,1,HELLCAT RAM
22400,PUMPZ,2,NAME OF HIS COMPANY,PUMPS,Y,2,PUMPS
5290,PATSH8R,2,NFL PATRIOTS HATER,"PATS(PATRIOTS, SPORTS TEAM) HATER",N,2,"PATS(PATRIOTS, SPORTS TEAM) HATER"
1243,BEMYBAE,2,BE MY BAE(PARTNER),BAE POOP IN DANISH,N,1,BE MY BAE(PARTNER)
6891,1DSLDVA,1,1 DEISEL DIVA,1 DICK SUCKING LIPS DIVA,N,1,1 DEISEL DIVA
23062,IHATPPL,2,I HAT PEOPLE,I HAT (OR HATE) PEOPLE,N,2,I HAT (OR HATE) PEOPLE
8014,BALA,2,FIRST PART OF MY NAME,BALLER,N,2,BALLER
2408,17CUCA,1,NO MICRO,CUCA = COCKROACH IN SPANISH,N,2,CUCA = COCKROACH IN SPANISH
2419,LAKR213,7,LOS ANGELES LAKERS [AREA CODE],213 LA AREA CODE,N,1,LOS ANGELES LAKERS [AREA CODE]
19887,LRA2788,2,LUCKY NUMBERS,88 = HATE NUMBER,N,1,LUCKY NUMBERS
7708,WTF Z33,3,MY CAR IS Z33 AND THIS IS MY DREAM CAR. MY MOTHER BOUGHT ME THIS DREAM CAR. WTF HIS HER CHINA NAME WONG TIN FANG,WTF-WHAT THE FUCK,N,1,MY CAR IS Z33 AND THIS IS MY DREAM CAR. MY MOTHER BOUGHT ME THIS DREAM CAR. WTF HIS HER CHINA NAME WONG TIN FANG
6525,SOMOIST,1,I AM A PROFESSIONAL CAKE DECORATOR,SO MOIST,N,1,I AM A PROFESSIONAL CAKE DECORATOR  AND THE CAKE IS DELICIOUS AND MOIST
19039,FUKI5I5,,I AM AGAINST TERRORISM,FUCK ISIS,N,3,I AM AGAINST TERRORISM. FUCK ISIS
8378,GOOOOON,2,PLATES ARE GOING ON A 71 DATSUN WAGON. IN THE CAR SCENE THE DATSUN WAGONS ARE REFFERED TO AS GOONS,GOON ANOTHER WORD FOR THUG OR GANGSTER,N,1,PLATES ARE GOING ON A 71 DATSUN WAGON. IN THE CAR SCENE THE DATSUN WAGONS ARE REFFERED TO AS GOONS
17795,PSYCHPS,1,AM A PSYCHOLOGIST IN PALM SPRINGS,LOOS LIKE A SEXUAL REFERENCE OR PSYCH PS,N,1,AM A PSYCHOLOGIST IN PALM SPRINGS
9272,LES 14,7,LESTER 2014,14-HITLER,N,1,LESTER 2014
13128,O1TIME,2,YOU ONLY HAVE TO LOOK AT IT ONE TIME!,LOOK A LIKE,N,1,YOU ONLY HAVE TO LOOK AT IT ONE TIME!
5897,PORKYYY,2,nickname,insulting,N,1,nickname
4859,BONG 14,2,DEPECHE MODE,WEED AND HITLER. DEPECHE MODE SINGLE,N,1,DEPECHE MODE WHICH IS MUSIC BAND NAME
19520,H8 RICE,2,I HAVE A GLUTEN ALLERGY AND I FIND IT FUNNY.,HATE,N,1,I HAVE A GLUTEN ALLERGY AND I DONT LIKE RICE
5266,VACA 13,2,OUR FAMILYS LAST NAME AND THE DAY I WAS BORN.,13 GANG REFERENCE (nothing on ANI),N,1,OUR FAMILYS LAST NAME AND THE DAY I WAS BORN.
738,DAMMITT,3,MY KIDS INTIALS,DAMN IT,N,2,DAMN IT
10113,BSTD G8,7,VEHICLE MODEL AND ENGINE TYPE,BASTARD… BEASTED…,Y,2,BASTARD… BEASTED…
23185,PACKER G,2,GREEN BAY PACKER FAN AND THE G STANDS FOR GARCOUSHA OUR LAST NAME,"G, GANG REFERENCE",Y,1,GREEN BAY PACKER FAN AND THE G STANDS FOR GARCOUSHA OUR LAST NAME
2066,BTF OFF,3,BEST TO HAVE FRIDAYS OFF,BACK THE FUCK OFF,N,2,BACK THE FUCK OFF
7267,GOOCH,1,LAST NAME,PRIVATE AREA,N,3,LAST NAME AND PRIVATE AREA
7919,GANGFWD,7,GANG FORWARD IS THE MOTO FOR THE SURNAME STERLING,GANG? WHAT THEY SAY IS TRUE,N,2,GANG? WHAT THEY SAY IS TRUE
8295,S$M 18,2,LUCKY LOVE NUMBER,18-HITLER,N,1,LUCKY LOVE NUMBER
8461,MMA DUBZ,3,mama washington aka mama dubz,"customer is Katrina Coles, not Washington. Dubs can have a drug connotation",N,2,"customer is Katrina Coles, not Washington. Dubs can have a drug connotation"
3191,13BLKRT,2,2013 BLACK CHALLENGER RT,13-GANG,Y,1,2013 BLACK CHALLENGER RT
19016,BJS HEMI,,IT MEANS THE HEMI 5.7 IS MINE.,BJS BLOW JOB CUSTOMER INITIALS NOT BJ,Y,2,BJS BLOW JOB CUSTOMER INITIALS NOT BJ
19733,XTRRMN8,2,EXTERMINATE - FROM DOCTOR WHO,"EXTERMINATE, COULD BE TAKEN AS HOSTILE",N,3,"EXTERMINATE - FROM DOCTOR WHO EXTERMINATE, COULD BE TAKEN AS HOSTILE"
17475,ITSHUGE,1,THE PLATE IS FOR A NISSAN ARMADA AND ITS  VERY LARGE.,"REFERENCE TO A PENIS, SEXUAL REFERENCE",N,3,"THE PLATE IS FOR A NISSAN ARMADA AND ITS  VERY LARGE. REFERENCE TO A PENIS, SEXUAL REFERENCE"
22354,SNO BOMR,2,SNOW BOMBER,BOMBER,N,1,SNOW BOMBER
3088,O11235B,6,GOLDEN RATIO,LOOKS LIKE AN OLD TIN NUMBER,N,3,Fibonacci sequence which is a mathematic term
9430,1DRLUST,1,WANDERLUST- LIKE TO TRAVEL,WONDER LUST,Y,2,WONDER LUST
14706,8O H O8,2,80=MY UNCLE 08 MY GRANDSON H IS FOR NAME,88=HATE SYMBOL,Y,1,80=MY UNCLE 08 MY GRANDSON H IS FOR NAME
3015,14 CBYC,2,CABRILLO BEACH YACHT CLUB COMMODORE 2014,14-HITLER. CABRILLO BEACH YACHT CLUB,Y,1,CABRILLO BEACH YACHT CLUB COMMODORE 2014
12809,BRAD13,2,THIS IS MY NICK NAME AS MY FIRST NAME IS  BRIDGETTE AND MY LAST NAME IS RADABAUGH. I PICKED 13 BECAUSE IT IS MY BIRTHDAY AND MY FAVORITE NUMBER,"13, GANG REFERENCE",N,1,THIS IS MY NICK NAME AS MY FIRST NAME IS  BRIDGETTE AND MY LAST NAME IS RADABAUGH. I PICKED 13 BECAUSE IT IS MY BIRTHDAY AND MY FAVORITE NUMBER
22844,ZMBONEE,1,A ZAMBONIE IS A MACHINE USED TO GET ICE READY TO PLAY HOCKEY,BONE COULD BE CONSIDERED SEXUAL,Y,1,A ZAMBONIE IS A MACHINE USED TO GET ICE READY TO PLAY HOCKEY
7343,IH8TRFC,2,no quickweb,I hate traffic,Y,3,"I hate traffic,no quickweb"
14664,K18QV11,2,CHILDRENS NAME AND BIRTHDAY,18=HATE SYMBOL,N,1,CHILDRENS NAME AND BIRTHDAY
7824,SUC1A 1,3,NO MICRO,SUCIA1 IS MARKED UNACCEPTABLE,N,3,Bad words suck you all
15543,M17LOVE,2,MITCHELLE FAVORITE NUMBER LOVE,"M17 IS A GUN, WEAPON REFERENCE",N,1,MITCHELLE FAVORITE NUMBER LOVE
18596,PURE FN,,MY COMPANY NAME IS PURE FINANCIAL,PURE FUN OR PURE SEX,Y,1,MY COMPANY NAME IS PURE FINANCIAL
16404,SLYNPOW,2,SLAYIN POWDER SNOWBAORDING TERM FOR RIDING POWDER,SLAYING,N,1,SLAYIN POWDER SNOWBAORDING TERM FOR RIDING POWDER
10793,NACLBLS,7,I AM A CALIFORNIA STATE PARAMEDIC AND THE N A C L IS THE CHEMICAL NAME FOR SODIUM CHLORIDE (IV SOLUTION) AND THE B L S IS BASIC LIFE SUPPORT,NACL IS SCIENTIFIC TERM FOR SALT… SALT BALLS?,N,1,I AM A CALIFORNIA STATE PARAMEDIC AND THE N A C L IS THE CHEMICAL NAME FOR SODIUM CHLORIDE (IV SOLUTION) AND THE B L S IS BASIC LIFE SUPPORT
9126,BIGGBLU,7,VAN IS THE COLOR BLUE,BLUE-GANG,Y,1,VAN IS THE COLOR BLUE
4940,2OH9 GTO,2,PONTIAC GTO FROM THE 209 AREA CODE,209 AREA CODE,N,3,209 AREA CODE. PONTIAC GTO FROM THE 209 AREA CODE
16502,IJNIP,2,IN JESUS NAME I PRAY.,"NIP, OFFENSIVE",N,1,IN JESUS NAME I PRAY.
4982,OMGXWTF,3,OH MY GOD WHAT THE FREAK,WHAT THE FUCK,N,2,WHAT THE FUCK
8093,GTWBALZ,2,MUSTANG GT WITH AFTERMARKET POWER MODIFICATIONS,BALLS.. GOT BALLS?,N,1,MUSTANG GT WITH AFTERMARKET POWER MODIFICATIONS
2298,EY VATO,7,HEY BUDDY,VATO GANG SLANG,N,1,HEY BUDDY in Spanish
21755,BLOWWWN,1,VEHICLE IS A HELLCAT WITH A SUPERCHARGED (OR BLOWN) ENGINE.,BLOWN SEXUAL REFERENCE OR DRUG REFEERNCE,N,1,VEHICLE IS A HELLCAT WITH A SUPERCHARGED (OR BLOWN) ENGINE.
20053,BLUPHX,2,BLUE PHOENIX TO RISE FROM THE ASHES,"BLUE, GANG REFERENCE",Y,1,BLUE PHOENIX TO RISE FROM THE ASHES
17950,WREATER,2 or 1,IT MEANS I COMPEAT WITH WIDE RECEIVERS ON THE FOOTBALL FIELD,WIDE RECEIVER EATER (AND THERE IS NO EAT IN COMPETE),N,1,IT MEANS I COMPEAT WITH WIDE RECEIVERS ON THE FOOTBALL FIELD
23080,2NDN8TR,7,SECOND NATURE- MY BUSINESS NAME,TERMINATOR,N,1,SECOND NATURE- MY BUSINESS NAME
12498,BLQXTC,,BLACK ECSTASY,ECSTASY IS A DRUG REFERENCE,N,2,ECSTASY IS A DRUG REFERENCE
9840,HELLC16,,HELLCAT 2016 NAME OF THE DODGE CHALLENGER CAR MODEL,HELL,Y,1,HELLCAT 2016 NAME OF THE DODGE CHALLENGER CAR MODEL
14360,PB1O 51O,2,PUNJA 510,510 = AREA CODE,N,1,PUNJA 510
16507,KING BRA,1,ITS A 2014 SHELBY COBRA AND IT IS KING.,PULLED FOR BRA,Y,1,ITS A 2014 SHELBY COBRA AND IT IS KING.
4478,BLKSKAT,1,COLOR AND MODEL OF VEHICLE,SCAT IS ANOTHER NAME FOR SHIT.. COULD BE SAYING BLACKS CAT OR BLACK SCAT,N,1,COLOR AND MODEL OF VEHICLE
3162,FK TRUMP,3,NOTHING,FUCK TRUMP,N,2,FUCK TRUMP
521,BLCK BST,2,BLACK BEAST FOR BLACK DODGE CHALLENGER,HAS A 2013 DODGE CP ON ANI,Y,3,BLACK BEAST FOR BLACK DODGE CHALLENGER HAS A 2013 DODGE CP ON ANI
15838,R8DER88,2,IMA RAIDER FAN AND I WAS BORN ON 1988,88 = HATE NUMBER,N,1,IMA RAIDER FAN AND I WAS BORN ON 1988
6831,DRV PINK,1,DRIVE PINK = SUPPORTING BREAST CANCER RESEARCH,PINK SEXUAL REFERENCE,N,1,DRIVE PINK = SUPPORTING BREAST CANCER RESEARCH
15914,SLM O916,2,INITIALS AND B DAY,916 AREA CODE,N,1,INITIALS AND B IRTHDAY 
3823,GUNSTOR,2,I OWN TWO GUN STORES,GUN STORE,N,3,I OWN TWO GUN STORES GUN STORE
7252,911 JUMP,5,EMERGENCY JUMPSTART,911 EMERGENCY,N,1,EMERGENCY JUMPSTART
3099,TPOTKID,D,"TEA POT KID, MY DADS NICKNAME AND WE INHERITED HIS CAR",POT MARY JANE MARIJUANA,N,1,"TEA POT KID, MY DADS NICKNAME AND WE INHERITED HIS CAR"
8368,FLAT SEX,1,REFERS TO THE SPECIAL FLAT 6 NORMALLY ASPIRATED ENGINE WHICH IS IN THE CAR,SEX….,N,1,REFERS TO THE SPECIAL FLAT 6 NORMALLY ASPIRATED ENGINE WHICH IS IN THE CAR
11753,BLKBEZY,3,"BLACK FOR BLACK CAR, BEEZY NICKNAME",BEZY=BEEZY WHICH IS SLANG FOR BITCH,N,1,"BLACK FOR BLACK CAR, BEEZY NICKNAME"
21570,STANKEE,1,(VEHICLE) IT STINKS,CAN BE SLANG FOR VAGINA,N,1,(VEHICLE) IT STINKS
17937,L A BUMZ,2,LOS ANGELES DODGERS ARE BUMS. GO GIANTS!,an insult… but has been out spelled with an s since 1984,N,2,an insult… but has been out spelled with an s since 1984
6814,MY 1 TACO,1,MY FIRST TACOMA. TACO IS SHORT FOR TACOMA (TOYOTA TRUCK),TACO SEXUAL REFERENCE,N,1,MY FIRST TACOMA. TACO IS SHORT FOR TACOMA (TOYOTA TRUCK)
21387,R1O2712,6,BIRTH DATE,LOOK ALIKE,N,1,BIRTH DATE
1089,515OR8,2,OAKLAND RAIDERS FAN NICKNAME,CRAZY R8,Y,1,OAKLAND RAIDERS FAN NICKNAME
22054,KHACH$U,2,MEMORIAL FOR MY OLDER BROTHER WHO PASSED AWAY,"YOU, COULD BE CONSIDERED HOSTILE",Y,1,MEMORIAL FOR MY OLDER BROTHER WHO PASSED AWAY
22901,IRINA D,1,WIFES NAME,STAND ALONE D,N,1,WIFES NAME
19079,OO7S911,,JAMES BOND CAR,911 EMERGENCY,Y,1,JAMES BOND CAR
16188,3OH XHT,,30 IS MY FAVORITE NUMBER. H IS MY LOVERS INTIAL. X FOR KISS. HT IS MY INITIALS,THANKS HOE,N,1,30 IS MY FAVORITE NUMBER. H IS MY LOVERS INTIAL. X FOR KISS. HT IS MY INITIALS
8057,PAPO,1,MEANS LITTLE BOY,SPANISH SLANG FOR VAGINA,N,2,SPANISH SLANG FOR VAGINA
8023,GRVSEND,2,GRAVES END AN AREA OF BROOKLYN NY,"GRAVE SEND, LIKE SEND YOU TO THE GRAVE? BUT GRAVESEND IS A NEIGHBORHOOD IN BROOKLYN",N,1,GRAVES END AN AREA OF BROOKLYN NY
21339,GTOKEEF,7D,KEITHS GTO,"GTO KEEF, KEEF IS THE CRYSTALS ON MARIJUANA",N,1,KEITHS GTO
1001,MAS TACO,1,TACOMAS IN RANDOM SEQUENCE,TACO SLANG FOR VAGINA,N,1,TACOMAS IN RANDOM SEQUENCE
3046,415 JEEP,2,POLICE CODE FOR DISTURBANCE AND MAKE OF VEHICLE,415 AREA CODE,N,1,POLICE CODE FOR DISTURBANCE AND MAKE OF VEHICLE
17184,82 WPB,3,82 FOOT US COAST GUARD PATROL BOAT,WE PULL BITCHES. THIS IS A VETERAN AUTO PLATE,Y,2,WE PULL BITCHES. THIS IS A VETERAN AUTO PLATE
13533,8O5BUMN,2,(805) AREA CODE IN SANTA BARBARA (BUMN) BEING A BUM ON THE BEACH,805 = AREA CODE,N,1,(805) AREA CODE IN SANTA BARBARA (BUMN) BEING A BUM ON THE BEACH
17096,BLU7PRL,2,SPIRITUAL WISDOM,BLUE,Y,3,SPIRITUAL WISDOM BLUE 
8779,LT HOE,3,LITTLE MODEL LY CHEVY TAHOE,HOE-WHORE,N,2,HOE-WHORE
19388,SAVG TRD,2,SAVAGE TOYOTA RACING DEVELOPMENT,"PULLED FOR SAVAGE, TRD",Y,1,SAVAGE TOYOTA RACING DEVELOPMENT
1270,NR & OG,7,NO REGRETS ORIGINAL MEMBER. ITS A CAR CLUB.,OG-ORIGINAL GANGSTER,N,1,NO REGRETS ORIGINAL MEMBER. ITS A CAR CLUB.
15435,GRINNY G,2,I GRIN A LOT,G = GANGSTER,N,1,I GRIN A LOT
16243,SXYLITB,1,SEXY LITTLE BUICK,"THE B MOST LIKELY STANDS FOR BITCH, SEXY LIT BITCH",N,2,"THE B MOST LIKELY STANDS FOR BITCH, SEXY LIT BITCH"
15653,KRAPF,3,FAMILY NAME,KRAPF IS THE CUSTOMERS LAST NAME BUT KRAPF IS VERY SIMILAR TO CRAP,N,1,FAMILY NAME
6995,IIDH8TO,7,INDUSTRIAL INJECTION DIESEL HOUSTON,HATE IS STICKING OUT,N,1,INDUSTRIAL INJECTION DIESEL HOUSTON
639,2JS OSHT,3,FUNNY QUOTE FROM THE MOVIE FAST AND  FURIOUS,OH SHIT,N,1,FUNNY QUOTE FROM THE MOVIE FAST AND  FURIOUS
7325,PC PUMPN,2,STANDS FOR PACIFIC COAST CONCRETE PUMPING,PUMPIN IS A SEXUAL REFERENCE,N,2,PUMPIN IS A SEXUAL REFERENCE
11432,PEW X2,D,PEW PEW WAS TAKEN. ITS A FUNNY WAY OF SAYING TARGET PRACTICE FOR VETERA,REFERENCE TO A GUN,Y,1,PEW PEW WAS TAKEN. ITS A FUNNY WAY OF SAYING TARGET PRACTICE FOR VETERA
20226,TMGLIFE,1,MY LIFESTYLE,TMG = TAKE MANS GASH (GIRL),Y,2,TMG = TAKE MANS GASH (GIRL)
21659,GUN1NER,2,MOTORCYCLE MODEL,GUN OR GUNNER,N,1,MOTORCYCLE MODEL
716,MO THUGZ,2,HIGH SCHOOL NICKNAME,THUGZ,N,1,HIGH SCHOOL NICKNAME
18211,RAPT KLR,2,VEHICLE HAS A VINYL BODY WRAP AND ITS FAST SO ITS A KLR RIDE,PULLED FOR KILLER,N,1,VEHICLE HAS A VINYL BODY WRAP AND ITS FAST SO ITS A KLR RIDE
1790,2F4 PLAY,,no micro,TO FORPLAY SEXUAL REFERENCE,N,2,TO FORPLAY SEXUAL REFERENCE
14165,FKNJAYY,3,NICK NAME,FUCKING JAY,N,2,FUCKING JAY
17979,HNC 72,2,NO MEANING WRITTEN ON REG 17,"URBAN DICTIONARY SAYS HNC=HNIC, AN ACRONYM CONTAINING THE N WORD. 72=THE YEAR SHE WAS BORN",N,2,"URBAN DICTIONARY SAYS HNC=HNIC, AN ACRONYM CONTAINING THE N WORD. 72=THE YEAR SHE WAS BORN"
21371,NISMO J,7D,NISMO IS THE TYPE OF NISSAN JUKE I OWN AND J IS FOR MY FOR FIRST NAME,J COULD STAND FOR JOINT,Y,1,NISMO IS THE TYPE OF NISSAN JUKE I OWN AND J IS FOR MY FOR FIRST NAME
22028,SD14,2,WIFES INITIALS AND MY SONS DATE OF BIRTH,"14, GANG REFERENCE",N,1,WIFES INITIALS AND MY SONS DATE OF BIRTH
4205,PUFF N1,D,PUFF IS FOR PUFIN WHICH IS A BIRD. N MEANS IN. 1 AS IN GOLF HOLE IN ONE,PUFFIN ONE… SMOKING ONE,N,1,PUFF IS FOR PUFIN WHICH IS A BIRD. N MEANS IN. 1 AS IN GOLF HOLE IN ONE
20961,B 7 KY,1,7 IS MY FAVORITE NUMBER AND KY IS WHAT PEOPLE CALL ME,NAME IS KIKY… KY COULD HAVE A SEXUAL CONNOTATION,Y,1,7 IS MY FAVORITE NUMBER AND KY IS WHAT PEOPLE CALL ME
17658,GDELEON,2,OWNERS NAME,"G, GANG REFERENCE",N,1,OWNERS NAME
11423,MAMRED,2,LOVE MOM RED,GANG COLOR,Y,1,LOVE MOM RED
309,QUIK II,1,THE CAR IS A CHEVY II (CHEVY 2) AND IT IS VERY QUICK,"QUICKIE CAN HAVE SEXUAL CONNOTATIONS, CUSTOMER DOES HAVE A LOT OF CHEVYS",N,1,THE CAR IS A CHEVY II (CHEVY 2) AND IT IS VERY QUICK
23447,GRDEAD,2,ABBREVIATION FOR MY FAVORITE BAND THE GRATEFUL DEAD,DEAD ON A PET LOVERS PLATE?,N,1,ABBREVIATION FOR MY FAVORITE BAND THE GRATEFUL DEAD
19425,PANDA13,2,PANDA THE ANIMAL AND GRADUATION YEAR,13 = GANG NUMBER,N,1,PANDA THE ANIMAL AND GRADUATION YEAR
18031,GOTAB18,2,A SPECIFIC TYPE OF HONDA MOTOR. A B18 IS A  MOTOR IN THE SPECIFIC BSERIES CLASS OF  HONDA,"18, GANG REFERENCE",N,1,A SPECIFIC TYPE OF HONDA MOTOR. A B18 IS A  MOTOR IN THE SPECIFIC BSERIES CLASS OF  HONDA
17960,CATNI,1,MY WIFE AND I,"CAT=PUSSY, HE ALREADY HAS CATIAM",Y,1,MY WIFE AND I
5664,JAPXCN,2,JAPANESE MEXICAN,JAP SLANG FOR JAPANESE,N,1,JAPANESE MEXICAN
6128,D#KIKE,4,D FOR THE FIRST LETTER OF MY DAUGHTERS NAME AND DANIELA. KIKE IS FOR NICKNAME FOR MY SON ENRIQUE,KIKE IS RACIST SLANG TOWARDS JEWISH PEOPLE.,N,3,D FOR THE FIRST LETTER OF MY DAUGHTERS NAME AND DANIELA. KIKE IS FOR NICKNAME FOR MY SON ENRIQUE KIKE IS RACIST SLANG TOWARDS JEWISH PEOPLE.
7584,GOBLU23,2,UNIVERSITY OF MICHIGAN BAND SONG LETS GO BLUE 23 IS MY FAVORITE NUMBER,BLUE=GANG COLOR,Y,1,UNIVERSITY OF MICHIGAN BAND SONG LETS GO BLUE 23 IS MY FAVORITE NUMBER
1316,OGDUZIT,2,NICKNAME,ORIGINAL GANGSTER,N,1,NICKNAME
14810,O9WOODY,1,CAR IS 2009 FORD FLEX WITH A FAKE WOODY  PAINT JOB,WOODY IS ANOTHER WORD FOR PENIS,N,1,CAR IS 2009 FORD FLEX WITH A FAKE WOODY  PAINT JOB
2269,18HD BYZ,2,1800S IS WHEN PERU GOT THEIR INDEPENDENCE,18-HITLER,N,2,18-HITLER
8258,AOB 4ME,2,All of Books 4 Me To Read,"AOB is a street gang in Sacramento, customer is in N. Highlands",N,1,All of Books 4 Me To Read
21496,JIVECAT,1,COOL GUY,"CAT, SEXUAL REFERENCE",Y,1,COOL GUY
19688,AHHDAMN,3,JUST MY EVERYDAY EXPRESSION EVERYTIME I SEE AN AWESOME OR FUNNY STUFF I TEND TO SAY OHH DAMN. THANK YOU!,"DAMN, PROFANITY",N,1,JUST MY EVERYDAY EXPRESSION EVERYTIME I SEE AN AWESOME OR FUNNY STUFF I TEND TO SAY OHH DAMN. THANK YOU!
22722,GT 5O CS,5,2011 MUSTANG GT CALIFORNIA SPECIAL,"5O, LAW ENFORCEMENT REFERENCE",Y,1,2011 MUSTANG GT CALIFORNIA SPECIAL
18983,1BLKBOX,1,ONE BLACK BOX BECAUSE MY CAR IS SHAPED LIKE A BOX AND ITS BLACK,box=vagina. Customer has a 2016 Ford UT,N,1,ONE BLACK vagina  bad words
22357,TNT12B,2,EXPLOSIVE COMBAT ENGINEER,TNT,N,3,TNT12B
1669,69  VA,1,1969 NOVA,"69, no 1969 car on ani",N,2,"69, no 1969 car on ani"
4013,2REDRUM,2,ONLY HORSE IN THE HISTORY OF THE AINTREE GRAND NATIONAL TO WIN THREE TIMES,MURDER,N,2,MURDER
19558,VRGON,,NAME,"VIRGIN, ITS NOT CUSTOMERS NAME",Y,1,NAME
283,KATITUD,1,"ATTITUDE, CATTITUDE. WILL BE ON A JAGUAR.","NO JAGUAR ON ANI, CAT=PUSSY",N,1,"ATTITUDE, CATTITUDE. WILL BE ON A JAGUAR."
9873,TLB8888,,TLB IS MY NAME . NUMBER 8 IS LUCKY NUMBER.,88 HILTER REFERENCE,N,1,TLB IS MY NAME . NUMBER 8 IS LUCKY NUMBER.
15531,L9NEGRA,2,MY TRUCK IS ALL BLACK SO I CALL HER LA NEGRA. ITS A SPANISH MEANING FOR A BLACK TRUCK,NEGRA IS SIMILAR TO NEGRO,N,1,MY TRUCK IS ALL BLACK SO I CALL HER LA NEGRA. ITS A SPANISH MEANING FOR A BLACK TRUCK
4350,U2RNEXT,2,FORUM NAME,THREATENING? YOU TOO ARE NEXT,N,2,THREATENING? YOU TOO ARE NEXT
